	Feature_ID	List	log2_fold_change_10m	log2_fold_change_1hr	q_value_10m	NCUT_10m	NCU_10m	motif_ID_10m	motif_ALT_ID_10m	FASTA_score_10m	PWM_score_10m	q_value_1hr	NCUT_1hr	NCU_1hr	motif_ID_1hr	motif_ALT_ID_1hr	FASTA_score_1hr	PWM_score_1hr
696	7834_gene	1hr	0.584008788878094	1.74008474933251								0.0011208588789598	NCU01400T0	NCU01400	MA0336.1	MGA 1	536.0	2.31098
697	6616_gene	1hr	0.562217872449633	1.13731060801668								0.0156265891063379	NCU05309T0	NCU05309	MA0336.1	MGA 1	439.0	5.74822
698	5835_gene	1hr	0.72662578489251	1.25600546251726								4.41154932776351E-05	NCU08273T0	NCU08273				
699	5996_gene	1hr	0.911741927035893	2.1365763951629								3.48035895764952E-07	NCU04506T0	NCU04506	MA0356.1	PHO2	388.0	1.09651
700	6655_gene	1hr	0.774716276524936	1.59858254170194								0.0009476754896249	NCU05272T0	NCU05272	MA0377.1	SFL1	443.0	2.35933
701	6035_gene	1hr	0.159806882656005	1.93139002736292								5.94823781061572E-06	NCU04474T0	NCU04474				
702	5993_gene	1hr	0.963819897792281	1.73115045454532								0.0015721196965366	NCU04509T0	NCU04509				
703	6677_gene	1hr	0.67654131578778	1.06444645535698								0.0040466397700719	NCU05253T0	NCU05253	MA0336.1	MGA 1	445.0	1.1431
704	6217_gene	1hr	0.886549945231773	1.02000720373907								0.0007336461801249	NCU07994T0	NCU07994	MA0336.1	MGA 1	410.0	8.01486
705	6641_gene	1hr	0.716548927877419	1.27195858052939								0.0003244326456483	NCU05285T0	NCU05285	MA0336.1	MGA 1	442.0	1.1304
706	6238_gene	1hr	0.692571089578606	1.13110753593664								2.11593670339818E-05	NCU08012T0	NCU08012	MA0377.1	SFL1	411.0	1.51304
707	6570_gene	1hr	0.973533002956792	1.20669683893167								7.51158251646879E-05	NCU08821T0	NCU08821	MA0377.1	SFL1	431.0	2.4223
708	5317_gene	1hr	0.993813229981657	3.47517317401897								8.71909405555711E-24	NCU04874T0	NCU04874	MA0377.1	SFL1	351.0	2.40503
709	5554_gene	1hr	0.346626684933913	1.3861112297581								0.0203683614328236	NCU06537T0	NCU06537	MA0377.1	SFL1	364.0	47.3274
710	6077_gene	1hr	0.678588237408779	1.3917474300503								0.0477216335007594	NCU04435T0	NCU04435	MA0378.1	SFP1	397.0	21.1785
711	6419_gene	1hr	0.450874675379358	1.2533871326301								2.93769869036346E-09	NCU07271T0	NCU07271				
712	5534_gene	1hr	0.497440847023279	1.04946667359787								0.0290191965345382	NCU06521T0	NCU06521				
713	6125_gene	1hr	-0.0239367940260929	4.183913043707								0.0221937634367095	NCU04393T0	NCU04393				
714	5505_gene	1hr	1.17042566089008	1.59927732052884								0.0438128962962847	NCU07910T0	NCU07910	MA0377.1	SFL1	360.0	5.50832
715	6604_gene	1hr	4.03899933884977	5.34905800472758								0.0477649696670524	NCU05321T0	NCU05321	MA0336.1	MGA 1	438.0	3.367
716	5590_gene	1hr	0.366123951183002	1.61815039961563								0.0072744614061594	NCU06572T0	NCU06572				
717	5637_gene	1hr	0.829336456870711	1.13843871927421								2.49871526466296E-07	NCU06619T0	NCU06619	MA0336.1	MGA 1	369.0	1.11654
718	6594_gene	1hr	0.605611642123249	1.12310545433311								0.0001414540545887	NCU09930T0	NCU09930	MA0377.1	SFL1	434.0	7.80167
719	6602_gene	1hr	0.0686707054507455	1.00343295957698								0.035581189562606	NCU09915T1	NCU09915	MA0336.1	MGA 1	435.0	1.07907
720	7058_gene	1hr	0.947939444362895	1.0687676980144								2.22104209266633E-06	NCU04645T0	NCU04645	MA0336.1	MGA 1	466.0	3.45125
721	4369_gene	1hr	0.235288810225406	1.2400995251642								0.0002880239668084	NCU00089T2	NCU00089	MA0336.1	MGA 1	306.0	2.44108
722	6468_gene	1hr	0.579948179619542	1.28188136869009								0.0175459878188558	NCU06979T0	NCU06979	MA0929.1	NCU00019	425.0	1.3034
723	6342_gene	1hr	0.0833266268541984	2.00532045624575								0.0003391056779253	NCU07337T0	NCU07337	MA0356.1	PHO2	416.0	1.51071
724	5429_gene	1hr	0.407202974907325	1.54921297376281								0.0001099377137136	NCU04988T0	NCU04988	MA0336.1	MGA 1	356.0	1.85547
725	5676_gene	1hr	1.44472159064007	3.01203963827033								0.0009308538145965	NCU09729T0	NCU09729				
726	6026_gene	1hr	0.402702811548039	1.59662171314117								0.0296147759143884	NCU04483T0	NCU04483				
727	5189_gene	1hr	-0.0431305108842632	1.04831960379955								0.0005622235024928	NCU09647T0	NCU09647	MA0377.1	SFL1	347.0	12.5185
728	6094_gene	1hr	0.646137670910995	1.67605355905411								6.01794791694026E-07	NCU04419T0	NCU04419	MA0336.1	MGA 1	400.0	1.46209
729	5794_gene	1hr	0.675547146660968	1.04179333352275								1.46959167487656E-05	NCU08310T0	NCU08310	MA0377.1	SFL1	376.0	3.57179
730	6480_gene	1hr	0.87239876208871	1.2023160263599								6.40463914181353E-06	NCU06989T0	NCU06989				
731	6187_gene	1hr	-0.0689828122659751	1.50759823437252								0.0483485384432563	NCU04341T0	NCU04341	MA0377.1	SFL1	406.0	24.3637
732	5595_gene	1hr	0.323546104891262	1.31271965278956								0.0044619075886322	NCU06577T0	NCU06577	MA0336.1	MGA 1	367.0	1.73601
733	6601_gene	1hr	1.22081599559277	3.04387912589196								0.0015329616661035	NCU09915T0	NCU09915	MA0336.1	MGA 1	435.0	1.07907
734	6693_gene	1hr	0.990051372835785	1.74553150015105								1.53249320453342E-13	NCU05238T0	NCU05238	MA0377.1	SFL1	446.0	109.176
735	6456_gene	1hr	0.925563047808542	1.20724396206772								0.00015266432377	NCU06968T0	NCU06968				
736	6580_gene	1hr	0.710658634855958	1.17067169337491								2.4884536918967E-05	NCU08807T0	NCU08807	MA0377.1	SFL1	432.0	1.37487
737	6694_gene	1hr	0.400717441472561	1.63764587087172								0.0127915709123627	NCU05237T0	NCU05237	MA0356.1	PHO2	447.0	1.77271
738	5333_gene	1hr	0.783219333344848	2.32268571422912								3.94230166578731E-06	NCU04886T0	NCU04886				
739	6000_gene	1hr	0.893357437770256	1.14328765420654								0.0001770327777376	NCU04502T0	NCU04502	MA0356.1	PHO2	389.0	1.24105
740	6305_gene	1hr	0.258804349665843	1.59448670886831								0.0001270080737083	NCU08674T1	NCU08674	MA0377.1	SFL1	413.0	5.01838
741	6097_gene	1hr	0.808460929643687	1.81757261507774								0.0092255596930163	NCU04416T0	NCU04416	MA0377.1	SFL1	402.0	3.10375
742	5454_gene	1hr	0.00580427875564893	3.6636515999244								7.50864447720365E-25	NCU07953T0	NCU07953	MA0378.1	SFP1	357.0	4.40016
743	6039_gene	1hr	-0.319240667287553	1.09937187499236								0.0281288968132567	NCU04471T0	NCU04471	MA0356.1	PHO2	394.0	1.04061
744	5985_gene	1hr	0.0464344241825139	7.3152495159551								0.0010305775943825	NCU11295T0	NCU11295	MA0336.1	MGA 1	386.0	1.63892
745	5526_gene	1hr	0.565591406300602	3.46746659004075								4.39851588559283E-08	NCU06513T0	NCU06513				
746	5565_gene	1hr	0.166756547520019	1.80584251915763								0.0003871642306243	NCU06547T0	NCU06547	MA0336.1	MGA 1	365.0	2.22207
747	5477_gene	1hr	0.153784513016207	1.423979505661								0.000167205547276	NCU07934T0	NCU07934	MA0929.1	NCU00019	358.0	3.67171
748	6304_gene	1hr	0.228301212054152	1.58565610656859								0.000219533822261	NCU08674T0	NCU08674	MA0377.1	SFL1	413.0	5.01838
749	8395_gene	1hr	0.429481365238601	1.54485555691949								0.0112035219387494	NCU10063T0	NCU10063				
750	9887_gene	1hr	0.91460545554114	1.60999698884607								0.0044848593187372	NCU09580T0	NCU09580	MA0377.1	SFL1	663.0	1.3191
751	7417_gene	1hr	0.604449324193722	1.35696993757936								0.0005603784287085	NCU03840T0	NCU03840	MA0377.1	SFL1	499.0	1.76124
752	9740_gene	1hr	0.754102465239144	1.86723954111294								0.0118249780850524	NCU09050T0	NCU09050				
753	10496_gene	1hr	-0.115400500633203	1.07346713618642								8.44036886810985E-07	NCU02226T0	NCU02226	MA0336.1	MGA 1	706.0	1.21705
754	10707_gene	1hr	0.966639756194051	1.86297450654834								0.0009989754163814	NCU05830T0	NCU05830	MA0377.1	SFL1	719.0	4.99848
755	9845_gene	1hr	2.31624071901603	5.71144647731473								0.012052837597413	NCU06931T0	NCU06931	MA0336.1	MGA 1	660.0	1.29262
756	10247_gene	1hr	0.992592829195788	1.36770775886589								1.04535527242075E-05	NCU02429T0	NCU02429	MA0377.1	SFL1	686.0	6.60698
757	10566_gene	1hr	0.443925547059756	6.81574662701629								0.0023758176225374	NCU08152T0	NCU08152	MA0336.1	MGA 1	710.0	1.21656
758	10144_gene	1hr	0.404549243824846	1.00550271164269								0.0201241083422864	NCU06077T0	NCU06077	MA0336.1	MGA 1	676.0	3.5367
759	10458_gene	1hr	0.30481883442345	1.21338947855256								0.0026799148449887	NCU02258T0	NCU02258				
760	10500_gene	1hr	0.519737345853818	1.41024081353026								0.0294371402218774	NCU02222T0	NCU02222				
761	9914_gene	1hr	0.282132185159705	1.88249420406217								7.40396622219928E-10	NCU10051T0	NCU10051	MA0356.1	PHO2	666.0	1.31033
762	10596_gene	1hr	-0.959650552064801	1.57547146860279								0.0013966308135811	NCU08178T0	NCU08178	MA0356.1	PHO2	712.0	1.06236
763	10474_gene	1hr	0.598463979555593	1.34464102888716								0.0017575796233682	NCU02246T0	NCU02246	MA0336.1	MGA 1	703.0	2.82814
764	9900_gene	1hr	-0.110855021476643	1.11016487429062								0.0006993845237311	NCU09568T0	NCU09568				
765	9691_gene	1hr	0.776074096322607	1.06416447091677								0.0286549008436022	NCU09451T0	NCU09451				
766	10465_gene	1hr	0.580417288161053	2.31318358000767								0.0290354770499905	NCU02254T1	NCU02254	MA0377.1	SFL1	699.0	1.66147
767	8706_gene	1hr	0.690423153762391	1.06759649102802								0.0126664096520355	NCU04737T0	NCU04737	MA0336.1	MGA 1	594.0	1.44946
768	9471_gene	1hr	0.818228741626792	1.03296294529247								0.0434317145234818	NCU05133T0	NCU05133	MA0336.1	MGA 1	646.0	4.10729
769	9323_gene	1hr	0.769538835423178	1.34655662051175								0.013683745387323	NCU06011T0	NCU06011	MA0336.1	MGA 1	638.0	1.19382
770	8812_gene	1hr	-0.723512927894919	1.04685354162887								0.0463288582059901	NCU04825T0	NCU04825	MA0377.1	SFL1	597.0	9.02088
771	8664_gene	1hr	-0.0700771500805765	3.20010825191837								0.002894157342302	NCU04697T0	NCU04697				
772	8817_gene	1hr	0.786830905142027	1.08205021842743								0.0055845807439438	NCU04834T0	NCU04834	MA0336.1	MGA 1	600.0	1.62717
773	9401_gene	1hr	1.43602291781011	2.3193442669774								0.0086862676328873	NCU12130T0	NCU12130				
774	10248_gene	1hr	0.861421050195288	1.59583016027761								4.09131972393471E-05	NCU02428T1	NCU02428	MA0377.1	SFL1	687.0	16.1097
775	9112_gene	1hr	0.861836614913265	1.57985467018565								6.18306192643554E-09	NCU03893T0	NCU03893	MA0356.1	PHO2	623.0	1.06188
776	10459_gene	1hr	0.9140529908498	1.23391311301636								0.0006573036205041	NCU02257T0	NCU02257				
777	10550_gene	1hr	0.574382609055932	1.25259295883923								0.0004272465926192	NCU08137T0	NCU08137	MA0929.1	NCU00019	708.0	1.35292
778	10312_gene	1hr	-0.125921048582421	2.11312524058041								2.07043556221769E-08	NCU02378T0	NCU02378	MA0377.1	SFL1	691.0	1.9613
779	10122_gene	1hr	1.2220016640689	2.77212430062815								0.0271031721580255	NCU06098T0	NCU06098	MA0336.1	MGA 1	675.0	3.90033
780	10706_gene	1hr	0.743972565633062	1.05024537294586								4.92019834057782E-05	NCU05829T0	NCU05829				
781	10713_gene	1hr	0.860400014593227	1.35742496196574								9.36088267514855E-09	NCU05835T0	NCU05835	MA0336.1	MGA 1	720.0	1.37327
782	10404_gene	1hr	0.492084932665541	1.02810010880548								0.0033588354053678	NCU02305T0	NCU02305	MA0377.1	SFL1	694.0	1.72428
783	10079_gene	1hr	0.489189221615144	1.19154838774737								8.05142812038745E-05	NCU06140T0	NCU06140	MA0377.1	SFL1	673.0	5.51424
784	9923_gene	1hr	0.338613052506885	2.17190394648999								0.0276955997022252	NCU12033T0	NCU12033				
785	9856_gene	1hr	0.884855620012606	2.11647637054075								0.0002137629229492	NCU06940T0	NCU06940	MA0356.1	PHO2	662.0	1.59866
786	10610_gene	1hr	-0.681919349098172	1.97477601101348								0.0164737507133699	NCU08188T0	NCU08188	MA0377.1	SFL1	713.0	1.50119
787	10271_gene	1hr	0.151444360499097	1.10398289244994								0.0221815494188433	NCU02410T0	NCU02410	MA0336.1	MGA 1	689.0	1.0886
788	10487_gene	1hr	1.19147638735209	24.5173516269228								1.43523006923926E-09	NCU02234T1	NCU02234	MA0929.1	NCU00019	704.0	1.51722
789	10046_gene	1hr	0.329661754665478	1.45028670006954								0.0201095560172835	NCU12021T0	NCU12021	MA0336.1	MGA 1	671.0	4.40055
790	10413_gene	1hr	-0.0778528183044302	2.07672819541753								0.0358975130579764	NCU02296T0	NCU02296	MA0377.1	SFL1	695.0	2.28484
791	4134_gene	1hr	2.27182868500132	5.83589775498775								0.0205095638339944	NCU06505T0	NCU06505				
792	10442_gene	1hr	0.741309678632679	1.58055099399847								2.02641895354422E-05	NCU02271T0	NCU02271	MA0929.1	NCU00019	696.0	2.48569
793	10077_gene	1hr	0.467358795224677	1.66772913630228								0.0207449366220295	NCU06142T0	NCU06142	MA0377.1	SFL1	672.0	6.27541
794	10639_gene	1hr	0.429707318247778	1.6535734547245								0.0020496810496075	NCU10416T0	NCU10416				
795	9734_gene	1hr	0.808300654959461	1.52558326131302								6.45745371011595E-06	NCU09043T0	NCU09043				
796	10165_gene	1hr	0.189769661121903	1.72497559558613								0.0002691137329561	NCU06062T0	NCU06062	MA0377.1	SFL1	678.0	1.38458
797	10653_gene	1hr	0.047066181510567	1.17489804905926								0.0151264875956485	NCU05784T0	NCU05784	MA0336.1	MGA 1	717.0	2.20161
798	10724_gene	1hr	0.955143478738155	1.29675830045579								0.0059720351836493	NCU05843T0	NCU05843	MA0336.1	MGA 1	722.0	1.14407
799	10633_gene	1hr	0.0102825741955578	7.53279388658871								8.58626791848799E-06	NCU05767T0	NCU05767	MA0929.1	NCU00019	714.0	2.07986
800	9685_gene	1hr	0.537993951040434	1.40259277650394								0.0214637081371464	NCU09444T0	NCU09444	MA0336.1	MGA 1	650.0	1.22644
801	8174_gene	1hr	0.515964563783925	1.55380461409245								0.0016120078251202	NCU04180T0	NCU04180	MA0377.1	SFL1	564.0	1.87439
802	9152_gene	1hr	0.694067626405587	1.10065877035264								0.0399185750556912	NCU10314T0	NCU10314	MA0356.1	PHO2	626.0	1.05668
803	8567_gene	1hr	0.774557842191783	1.62560439295534								9.90213780654922E-12	NCU07127T0	NCU07127	MA0377.1	SFL1	582.0	2.2437
804	7579_gene	1hr	0.221872870938147	1.02910243628728								0.0127681908122786	NCU01162T0	NCU01162	MA0336.1	MGA 1	516.0	2.16225
805	7390_gene	1hr	0.306274247201893	1.1482689066566								4.09968687220054E-09	NCU03816T0	NCU03816	MA0356.1	PHO2	497.0	1.0483
806	7270_gene	1hr	-0.120689166671091	1.72598594553624								0.014892077549891	NCU03708T0	NCU03708	MA0378.1	SFP1	484.0	5.34431
807	7520_gene	1hr	0.768626271159728	1.02401476106596								0.0005079891971024	NCU01097T0	NCU01097				
808	8386_gene	1hr	0.88402021167337	1.53513815352039								1.69969806758958E-05	NCU08967T0	NCU08967	MA0356.1	PHO2	575.0	1.15179
809	8099_gene	1hr	0.38188534762434	2.04162415403164								3.30935009864383E-05	NCU04108T0	NCU04108	MA0336.1	MGA 1	559.0	2.53248
810	8096_gene	1hr	0.369748796478551	1.52941487369657								7.99445652013156E-06	NCU04106T0	NCU04106	MA0377.1	SFL1	558.0	3.82123
811	8303_gene	1hr	0.691167129669979	1.2829476300865								0.0001732205858659	NCU04307T0	NCU04307	MA0377.1	SFL1	574.0	1.54873
812	7755_gene	1hr	0.259104241255624	1.81139959050045								0.0061662755677011	NCU01325T0	NCU01325	MA0377.1	SFL1	530.0	1.98592
813	8097_gene	1hr	0.377877467627827	1.50968640907172								7.92676548998723E-06	NCU04106T1	NCU04106	MA0377.1	SFL1	558.0	3.82123
814	7652_gene	1hr	0.283089915347899	1.38291159783637								8.22554648106202E-06	NCU01233T0	NCU01233				
815	7964_gene	1hr	0.980793423461653	1.26996603486744								0.0036173421220007	NCU06719T0	NCU06719	MA0336.1	MGA 1	543.0	11.5437
816	8040_gene	1hr	0.170680292071676	1.23838288060841								0.0002137926541854	NCU01456T0	NCU01456	MA0336.1	MGA 1	550.0	105.595
817	7534_gene	1hr	0.352634919451872	1.44731352969301								0.0007389866793767	NCU01112T0	NCU01112	MA0336.1	MGA 1	511.0	1.15804
818	7711_gene	1hr	0.827704594927472	22.9427385035726								2.33458789097631E-06	NCU01288T0	NCU01288	MA0377.1	SFL1	527.0	4.67003
819	8114_gene	1hr	0.826268267805985	1.70189639470934								1.95751834488725E-05	NCU04122T0	NCU04122	MA0356.1	PHO2	560.0	1.13437
820	8226_gene	1hr	0.941249860517127	1.7242635033682								1.46169877670424E-05	NCU04234T0	NCU04234				
821	8452_gene	1hr	-0.648683251637575	6.87004858294496								0.0019192191347415	NCU07230T0	NCU07230	MA0336.1	MGA 1	579.0	1.25648
822	7841_gene	1hr	-1.61907234673262	5.658077410141								0.0232934108172481	NCU01407T0	NCU01407	MA0378.1	SFP1	537.0	6.31003
823	7175_gene	1hr	-0.184676921731186	1.28727527776325								0.0387453031249779	NCU03604T0	NCU03604	MA0356.1	PHO2	475.0	1.45518
824	7274_gene	1hr	0.0770913560992416	1.18875349152914								0.0190753114017807	NCU03712T0	NCU03712	MA0377.1	SFL1	485.0	29.9268
825	7597_gene	1hr	0.665113899648428	1.15457467379363								0.0002674703344596	NCU01178T0	NCU01178	MA0336.1	MGA 1	519.0	1.06749
826	7879_gene	1hr	1.52204577343449	2.79392267440055								0.0448535556156293	NCU06650T0	NCU06650	MA0356.1	PHO2	540.0	2.9199
827	8886_gene	1hr	0.925832549089294	1.70671212579382								2.67554752829087E-06	NCU05626T0	NCU05626	MA0356.1	PHO2	606.0	1.13213
828	7459_gene	1hr	0.407303995863268	1.22855966265463								0.0003753259104847	NCU01042T0	NCU01042				
829	7268_gene	1hr	0.357502775353886	1.25810818793214								0.0022451054810703	NCU11260T0	NCU11260				
830	8663_gene	1hr	0.33173221094285	2.77062616854776								4.20124454290425E-07	NCU04695T0	NCU04695				
831	9151_gene	1hr	-0.29747017462983	1.31261798869394								0.045589814067922	NCU03940T0	NCU03940				
832	8880_gene	1hr	3.03785078359302	7.06817990439096								0.0057440237762687	NCU05631T0	NCU05631				
833	9046_gene	1hr	0.638610579510366	1.83203500770273								2.43083023472167E-05	NCU10011T0	NCU10011	MA0336.1	MGA 1	612.0	12.1412
834	8881_gene	1hr	-0.0310403739544874	2.16330535483738								0.0095136166623145	NCU17083T0	NCU17083	MA0336.1	MGA 1	604.0	9.79309
835	9048_gene	1hr	-0.420327343928894	2.07598760616246								3.22154290424469E-14	NCU09873T0	NCU09873	MA0377.1	SFL1	614.0	1.78691
836	9278_gene	1hr	1.27544757114177	5.19073997031529								1.32988428788487E-05	NCU04067T0	NCU04067				
837	8802_gene	1hr	0.617127103955642	1.35848288049296								0.0030132531989436	NCU04817T0	NCU04817				
838	9057_gene	1hr	0.69095824263441	2.77149726920008								5.14722538160789E-13	NCU03847T0	NCU03847	MA0356.1	PHO2	615.0	1.32531
839	9062_gene	1hr	-0.131514980366605	1.36759705053136								3.52465248580759E-05	NCU03851T0	NCU03851	MA0356.1	PHO2	618.0	1.31603
840	7230_gene	1hr	0.944267364513812	1.53525949687338								9.06482346261914E-07	NCU03660T0	NCU03660	MA0336.1	MGA 1	482.0	3.96625
841	9315_gene	1hr	0.777031743864237	25.4359766334861								1.17655242211736E-09	NCU09866T1	NCU09866	MA0336.1	MGA 1	636.0	3.16119
842	9297_gene	1hr	2.20344872967865	2.94105936929317								0.0144746856681101	NCU04085T0	NCU04085				
843	9206_gene	1hr	0.472700630307188	2.36953273125197								3.75363448485619E-15	NCU03991T0	NCU03991				
844	9250_gene	1hr	0.783764161485754	1.05573455975173								8.79947390644949E-05	NCU04036T0	NCU04036	MA0377.1	SFL1	628.0	1.87585
845	9288_gene	1hr	0.995074499620704	2.01706010808394								4.46764268722224E-07	NCU04077T0	NCU04077				
846	9394_gene	1hr	0.554305346939682	3.34087411179892								0.0001637882770958	NCU05952T0	NCU05952	MA0356.1	PHO2	641.0	1.04282
847	9330_gene	1hr	0.40390163812177	1.04472351886436								3.46761301499685E-06	NCU06005T0	NCU06005	MA0377.1	SFL1	640.0	3.21388
848	8234_gene	1hr	0.646420440916106	1.15397531449717								0.0056279784759277	NCU04242T0	NCU04242	MA0929.1	NCU00019	569.0	1.15272
849	7675_gene	1hr	0.639672189100401	1.53523390932547								0.0335877958485266	NCU16992T0	NCU16992	MA0356.1	PHO2	522.0	1.07505
850	7547_gene	1hr	0.804697869679993	1.17748525738189								0.0196175048606638	NCU01124T0	NCU01124	MA0356.1	PHO2	513.0	1.02729
851	6940_gene	1hr	0.242881543918381	1.40987615452565								0.0010777141135813	NCU09838T0	NCU09838				
852	8980_gene	1hr	0.457412242696635	1.51744184353839								2.43721760782673E-06	NCU05542T0	NCU05542	MA0356.1	PHO2	608.0	1.46206
853	4901_gene	1hr	0.226231717178277	1.26837472792731								0.0300533713254298	NCU07576T0	NCU07576	MA0377.1	SFL1	336.0	4.22106
854	1050_gene	1hr	0.952597443788844	1.03903207196892								7.91724086276192E-07	NCU09331T0	NCU09331	MA0929.1	NCU00019	83.0	1.99604
855	4690_gene	1hr	-0.310449814072912	1.09956491630618								0.0290817355654514	NCU00372T0	NCU00372				
856	2464_gene	1hr	-0.996872364700911	6.79365320554999								0.0003806830041714	NCU02817T0	NCU02817	MA0336.1	MGA 1	201.0	2.13569
857	2195_gene	1hr	0.464548760147354	1.29462799453597								0.0005923910651403	NCU00542T0	NCU00542	MA0336.1	MGA 1	182.0	1.7353
858	1609_gene	1hr	0.778596091937027	1.20095177838528								0.0029847907386026	NCU07401T0	NCU07401				
859	1445_gene	1hr	0.129862565567397	1.33258436437782								0.0194015085155239	NCU09140T0	NCU09140				
860	851_gene	1hr	0.448040177200748	1.03759962279039								0.0001256891280049	NCU02660T0	NCU02660	MA0336.1	MGA 1	70.0	7.64154
861	1604_gene	1hr	0.726807357157567	1.00449476146689								0.0001905586812011	NCU07405T0	NCU07405	MA0377.1	SFL1	131.0	2.94425
862	1288_gene	1hr	0.795504311693969	1.68593798900814								0.0299533649878048	NCU03228T0	NCU03228	MA0336.1	MGA 1	104.0	4.70789
863	1440_gene	1hr	0.617385911479002	1.01738635365227								0.0023436434283905	NCU09135T0	NCU09135	MA0356.1	PHO2	118.0	1.06935
864	1065_gene	1hr	0.910001924178732	1.72064046234071								3.57884178216803E-05	NCU09320T0	NCU09320	MA0356.1	PHO2	85.0	1.49526
865	404_gene	1hr	0.880305603578376	1.47690048240255								0.0145563745075592	NCU02035T0	NCU02035	MA0336.1	MGA 1	32.0	2.78983
866	409_gene	1hr	0.471501257931184	1.10672160620123								0.0439986980758398	NCU02030T0	NCU02030	MA0377.1	SFL1	33.0	9.53528
867	1743_gene	1hr	1.22774521370321	2.2754052220711								0.0003972709292769	NCU00948T0	NCU00948	MA0377.1	SFL1	141.0	16.708
868	738_gene	1hr	0.626642852873386	1.02214266894667								0.0013523281191697	NCU02561T0	NCU02561	MA0356.1	PHO2	64.0	1.02057
869	1549_gene	1hr	0.961116000647054	1.05180281114256								0.0021561990349747	NCU09207T0	NCU09207	MA0377.1	SFL1	127.0	51.2466
870	1327_gene	1hr	0.695371191216662	1.08847272171145								0.0399185750556912	NCU03267T0	NCU03267	MA0377.1	SFL1	109.0	1.4962
871	505_gene	1hr	-0.394624875685311	1.29150426005287								0.0400152995254812	NCU01942T0	NCU01942	MA0336.1	MGA 1	41.0	2.13861
872	1282_gene	1hr	0.499765883487638	1.02147455490625								0.0427683904206108	NCU03223T0	NCU03223	MA0377.1	SFL1	103.0	6.43189
873	2213_gene	1hr	0.19636874816736	1.02466568734416								2.45729666463895E-06	NCU00523T0	NCU00523	MA0377.1	SFL1	187.0	4.61979
874	157_gene	1hr	0.639242954014516	2.84088379052645								7.71399787355347E-07	NCU07452T0	NCU07452	MA0336.1	MGA 1	14.0	1.73364
875	1535_gene	1hr	0.574831364590719	1.22707744189901								0.0462532370133092	NCU09197T0	NCU09197	MA0336.1	MGA 1	125.0	1.85143
876	155_gene	1hr	0.404241195404901	1.94622784546147								0.0352602914492194	NCU07454T0	NCU07454	MA0356.1	PHO2	12.0	1.50715
877	584_gene	1hr	0.713950106979988	1.96704639449596								1.06089955996274E-06	NCU01871T0	NCU01871	MA0377.1	SFL1	52.0	6.12799
878	2596_gene	1hr	-0.301094021037803	2.54183160390276								0.0118249780850524	NCU08614T0	NCU08614				
879	1366_gene	1hr	0.892754704619956	1.64994169737218								0.0024724076424297	NCU03297T1	NCU03297				
880	38_gene	1hr	0.810495444079491	2.8266968417341								1.64088142209195E-14	NCU08069T0	NCU08069				
881	1861_gene	1hr	0.850932298903822	1.32136536448498								1.84445659457819E-05	NCU00847T0	NCU00847	MA0356.1	PHO2	150.0	1.45623
882	1619_gene	1hr	0.561154447681887	1.56487862460846								5.47642494743182E-14	NCU07392T0	NCU07392	MA0336.1	MGA 1	134.0	1.38899
883	1309_gene	1hr	0.0391145482186367	1.72035253110099								0.0434317145234818	NCU03248T0	NCU03248	MA0336.1	MGA 1	107.0	1.99442
884	2354_gene	1hr	0.568278735082149	1.01155346419903								2.49365391254815E-06	NCU02942T0	NCU02942				
885	1877_gene	1hr	0.467878945845094	1.97102332138926								3.79719161691062E-05	NCU00832T0	NCU00832	MA0336.1	MGA 1	151.0	1.40716
886	2144_gene	1hr	0.968484239158159	1.98659075862603								5.47642494743182E-14	NCU00586T1	NCU00586	MA0356.1	PHO2	177.0	1.33029
887	247_gene	1hr	0.499788269244425	1.87936917782309								0.0002534224963209	NCU02174T0	NCU02174	MA0336.1	MGA 1	21.0	2.02627
888	1557_gene	1hr	0.99113169023032	2.05616627438334								0.0010226879802464	NCU09214T0	NCU09214	MA0377.1	SFL1	129.0	7.89468
889	1203_gene	1hr	0.883872500738332	1.48626406343622								0.0230652130039663	NCU03157T0	NCU03157				
890	1464_gene	1hr	-0.739660688868629	2.46133810700452								0.0284615667175907	NCU08380T2	NCU08380				
891	26_gene	1hr	0.826277570770422	1.15093493680183								1.7015332007925E-06	NCU08057T0	NCU08057	MA0377.1	SFL1	6.0	3.22826
892	741_gene	1hr	0.332948604643998	1.27382675870576								0.0277222400636097	NCU02564T0	NCU02564				
893	1597_gene	1hr	0.559187068699638	1.4033459039768								3.25916120749824E-06	NCU07411T0	NCU07411				
894	629_gene	1hr	-1.12365498884634	19.833663026556								6.52320082582741E-05	NCU02466T1	NCU02466				
895	1546_gene	1hr	0.83111933524747	1.08210020596935								1.29446802316233E-06	NCU09205T0	NCU09205				
896	1909_gene	1hr	0.507029883632809	1.05438296205377								0.030143042328474	NCU00800T0	NCU00800	MA0336.1	MGA 1	154.0	1.19992
897	1838_gene	1hr	0.746958486530335	1.13287405943372								1.03578558789409E-07	NCU00867T0	NCU00867				
898	1227_gene	1hr	-0.50115198393656	4.23945330686963								4.3791328449264E-05	NCU03176T1	NCU03176	MA0929.1	NCU00019	97.0	2.35299
899	1756_gene	1hr	0.596846397526063	1.01665696757941								0.0001482704909159	NCU00938T0	NCU00938	MA0377.1	SFL1	143.0	14.6249
